id,created,cus_mail,cus_name,cus_mobi,course_mode_id,course_schedule,payment_amount,payment_status,cus_pic_id,lead_source,payment_date,payment_method,total_fee,lead_id,actually_received,original_fee,cus_location_id
568,2022-01-20 13:51:02,victor08@example.org,Sharon Myers,272-324-2370x853,,022021,7000000,Past due,1593,FB,2022-01-20 00:00:00,FB,8000000,,7000000,,1
572,2022-01-20 14:58:13,charles14@example.com,Sharon Gill,(895)728-2918x412,2,022021,1500000,Fully-paid,919,WOM,2022-01-20 00:00:00,FB,1500000,,1500000,,5
570,2022-01-20 14:08:18,joelbrown@example.net,Michael Adams,(860)727-3889x083,,122021,4500000,Past due,919,FB,2022-01-20 00:00:00,TL,9000000,,4500000,,2
571,2022-01-20 14:31:27,mosleycolleen@example.org,Christian Martin,(766)304-2401x55932,,022021,7500000,Fully-paid,919,FB,2022-01-20 00:00:00,FB,7500000,,7500000,,1
573,2022-01-20 15:50:56,jonathancole@example.net,Brianna Bennett,776-949-9083x8007,,022021,750000,Fully-paid,981,FB,2022-01-20 00:00:00,FB,750000,,750000,,1
574,2022-01-20 17:27:30,xgonzalez@example.org,Richard Wolfe,(609)878-6353,,012021,7800000,Fully-paid,1488,FB,2022-01-20 00:00:00,FB,7800000,,7800000,,1
575,2022-01-21 10:39:54,sbrooks@example.net,Mary Burnett,951.833.5846x63890,,022021,2750000,Fully-paid,32,UP,2022-01-21 00:00:00,TL,2750000,,2750000,,5
576,2022-01-21 11:00:09,nlam@example.net,Chad Price,001-281-476-2373x134,3,022021,1600000,Fully-paid,1593,OT,2022-01-21 00:00:00,FB,1600000,,1600000,,1
577,2022-01-21 13:53:09,kjames@example.com,Derek Hall,616.701.1145x83159,3,012021,8500000,Fully-paid,981,FB,2021-12-30 00:00:00,FB,8500000,,8500000,,2
578,2022-01-21 14:30:17,smithrandall@example.org,Robert Taylor,+1-773-655-1735x28031,3,022021,4000000,Fully-paid,919,OT,2022-01-21 00:00:00,TL,8000000,,4000000,,2
579,2022-01-21 14:30:18,zacharyparker@example.org,Melissa Allen,(568)832-2847x52671,3,022021,4000000,Fully-paid,981,OT,2022-01-21 00:00:00,TL,8000000,,4000000,,2
580,2022-01-21 15:16:24,sloanjamie@example.com,Natalie Castillo,001-279-905-7744x583,,022021,3000000,Fully-paid,55,OT,2022-01-21 00:00:00,FB,3000000,,3000000,,2
581,2022-01-21 15:40:31,thompsonrobert@example.org,Eddie Griffin,4603858897,2,012021,2000000,Fully-paid,1488,GL,2022-01-21 00:00:00,FB,2000000,,2000000,,5
582,2022-01-21 20:22:51,epatterson@example.com,John Long,757.498.3315x451,3,012021,7500000,Fully-paid,919,FB,2022-01-21 00:00:00,FB,7500000,,7500000,,2
583,2022-01-22 16:18:46,lisacarter@example.net,Andrew Reyes,903-799-7070,,012021,2000000,Fully-paid,1488,EV,2022-01-22 00:00:00,FB,2000000,,2000000,,2
584,2022-01-22 19:42:35,philip11@example.org,Janet Aguirre,550-334-8275x990,,022021,750000,Fully-paid,981,FB,2022-01-22 00:00:00,FB,750000,,750000,,1
585,2022-01-23 18:06:56,thompsondonna@example.net,Raymond Taylor,+1-477-842-6607,,022021,1500000,Deposit,1593,OT,2022-01-23 00:00:00,FB,3000000,,1500000,,2
586,2022-01-24 11:25:07,michael45@example.net,Gerald Butler,(380)281-1662,3,022021,4000000,Deposit,1593,FB,2022-01-24 00:00:00,TL,8000000,,4000000,,2
593,2022-01-24 19:48:08,vconner@example.org,Charles Alexander,981.928.4541,3,022021,4000000,Deposit,1593,FB,2022-01-24 00:00:00,FB,8000000,,4000000,,2
591,2022-01-24 17:25:12,erinalvarez@example.org,Jennifer Lee,+1-522-225-0781x91174,2,012021,3250000,Fully-paid,1593,FB,2022-01-24 00:00:00,FB,6500000,,3250000,,5
589,2022-01-24 15:47:02,simondonald@example.net,Kristi Gonzalez,001-898-838-2700x095,,022021,1150000,Deposit,981,FB,2022-01-24 00:00:00,FB,3800000,,1150000,,2
590,2022-01-24 15:57:02,uhoffman@example.com,Heather Kim,+1-785-954-4479x6654,,022021,3000000,Fully-paid,919,UP,2022-01-24 00:00:00,FB,3000000,,3000000,,1
592,2022-01-24 17:25:12,jthomas@example.com,Shelly Jenkins,593-460-9391x07816,2,012021,3250000,Fully-paid,55,FB,2022-01-24 00:00:00,FB,6500000,,3250000,,5
594,2022-01-24 21:31:12,douglas27@example.com,Heather Miller,232.675.5959x6922,2,022021,3000000,Fully-paid,919,GL,2022-01-24 00:00:00,FB,3000000,,3000000,,5
595,2022-01-25 00:03:10,kwhite@example.com,Jonathon Morgan,940-677-3964x27441,,022021,3700000,Fully-paid,919,FB,2022-01-24 00:00:00,FB,3700000,,3700000,,1
596,2022-01-25 15:10:36,joshuawilliams@example.net,Lawrence Walls,893.206.6659,2,022021,1500000,Deposit,1593,OT,2022-01-25 00:00:00,FB,3000000,,1500000,,5
597,2022-01-25 21:05:55,jjones@example.com,Kimberly Morgan,(686)754-9243x5468,,022021,3000000,Fully-paid,919,FB,2022-01-25 00:00:00,FB,3000000,,3000000,,2
599,2022-01-26 09:49:10,johnsonalicia@example.net,Laurie Washington,530.405.5080,3,032021,4000000,Deposit,1593,FB,2022-01-25 00:00:00,FB,8000000,,4000000,,1
600,2022-01-26 09:58:18,nbauer@example.net,Matthew Hammond,(472)684-3182,3,022021,2000000,Past due,1488,FB,2022-01-25 00:00:00,FB,8000000,,2000000,,2
601,2022-01-26 10:00:13,rmoreno@example.org,Ann Shaw,+1-264-942-1193x3957,3,999999,1000000,Deposit,1488,FB,2022-01-26 00:00:00,FB,8000000,,1000000,,2
602,2022-01-26 11:11:26,dawnroman@example.net,Danielle Beasley,600.987.6926x6783,,022021,2000000,Fully-paid,55,UP,2022-01-25 00:00:00,FB,2000000,,2000000,,2
603,2022-01-26 12:35:11,cummingsclayton@example.com,Robert Reyes,(331)200-5143x08838,3,122021,4250000,Past due,1593,FB,2022-01-26 00:00:00,FB,8500000,,4250000,,2
604,2022-01-26 13:51:34,craig17@example.net,Timothy Brown,660-591-6503x3120,2,022021,3000000,Fully-paid,919,FB,2022-01-26 00:00:00,FB,3000000,,3000000,,5
611,2022-01-27 15:12:38,skelly@example.org,Dana Castro,(733)623-1969x809,,022021,2650000,Past due,981,FB,2022-01-27 00:00:00,FB,3800000,,2650000,,2
605,2022-01-26 15:20:00,steven71@example.net,Katherine Martinez,001-765-895-2362x48774,3,022021,3000000,Fully-paid,981,FB,2022-01-26 00:00:00,FB,3000000,,3000000,,2
606,2022-01-26 15:26:52,blankenshipgeorge@example.org,Natalie Hodge,001-987-620-6123x82977,,022021,3000000,Fully-paid,981,UP,2022-01-26 00:00:00,FB,3000000,,3000000,,1
607,2022-01-26 15:54:44,zdavenport@example.org,Brandi Mendoza,303.263.3094,3,022021,1000000,Fully-paid,1593,FB,2022-01-26 00:00:00,HT,1000000,,1000000,,1
608,2022-01-26 17:13:47,icarroll@example.net,Nicole Bridges,(253)440-3432x0617,3,022021,3000000,Fully-paid,1593,OT,2022-01-26 00:00:00,FB,3000000,,3000000,,1
609,2022-01-26 17:36:30,stephenspatricia@example.org,Cheyenne Scott,+1-305-981-5597,2,022021,8500000,Fully-paid,981,FB,2022-01-26 00:00:00,FB,8500000,,8500000,,5
610,2022-01-27 08:26:02,holmesronald@example.net,Tanya Guerra,427.571.2556x101,,022021,6500000,Fully-paid,1593,OT,2022-01-25 00:00:00,FB,6500000,,6500000,,2
612,2022-01-27 17:18:44,ztaylor@example.com,Christopher Barrett,001-563-434-1493x8796,,022021,2500000,Fully-paid,919,FB,2022-01-27 00:00:00,FB,2500000,,2500000,,1
613,2022-01-27 19:45:23,jcameron@example.net,Wesley Stewart,719.910.5836,3,022021,7250000,Fully-paid,1593,OT,2022-01-27 00:00:00,FB,7250000,,7250000,,2
614,2022-01-28 13:26:56,richard82@example.com,Melissa Hess,001-753-688-1216x0583,2,022021,7250000,Fully-paid,919,FB,2022-01-28 00:00:00,TL,7250000,,7250000,,5
615,2022-01-28 13:51:16,juarezmichael@example.net,Jennifer Bowers,(340)417-4582x438,,022021,1000000,Deposit,919,FB,2022-01-28 00:00:00,FB,5500000,,1000000,,1
616,2022-01-28 13:54:54,brownkevin@example.net,Sherry Thomas,+1-573-211-6462,,022021,3000000,Fully-paid,919,FB,2022-01-28 00:00:00,FB,3000000,,3000000,,2
617,2022-01-28 14:39:24,heathdouglas@example.net,Paula Walter,521.703.3568x386,3,012021,3800000,Fully-paid,55,GL,2022-01-28 00:00:00,FB,3800000,,3800000,,2
618,2022-01-28 15:03:48,brendadavis@example.net,Mr. Bradley Stewart,001-615-340-3411x48561,2,999999,1000000,Deposit,919,FB,2022-01-28 00:00:00,FB,3000000,,1000000,,5
619,2022-01-28 16:53:53,rodneytaylor@example.org,Barry Adams,839-751-8665,2,022021,3000000,Fully-paid,1593,GL,2022-01-28 00:00:00,FB,3000000,,3000000,,5
620,2022-01-28 22:12:47,dawnshelton@example.com,Brian Graham,262-848-5209x25518,3,022021,1500000,Deposit,1593,FB,2022-01-28 00:00:00,FB,3000000,,1500000,,2
621,2022-01-28 22:16:59,mjohnston@example.com,Martha Woods,(569)513-5100x82135,,022021,3000000,Fully-paid,1593,FB,2022-01-28 00:00:00,FB,3000000,,3000000,,2
622,2022-01-29 16:21:18,rmoore@example.com,Sharon Fuller,806.246.4129,3,999999,3000000,Fully-paid,919,FB,2022-01-29 00:00:00,FB,3000000,,3000000,,1
623,2022-01-30 21:10:48,sotozachary@example.net,Peter Pierce,(470)969-4040x936,3,022021,1500000,Deposit,55,FB,2022-01-30 00:00:00,FB,3400000,,1500000,,2
624,2022-01-30 23:02:12,robertrandall@example.org,Dale Anthony,+1-421-462-1313x092,3,022021,850000,Fully-paid,981,FB,2022-01-30 00:00:00,FB,850000,,850000,,2
625,2022-01-30 23:06:52,amandahansen@example.com,Christopher Adams,375-489-3076,3,022021,1000000,Deposit,981,FB,2022-01-29 00:00:00,FB,7250000,,1000000,,1
628,2022-01-31 15:41:36,michael60@example.net,Samantha Blair,(591)893-7535x31838,,022021,3000000,Fully-paid,919,FB,2022-01-31 00:00:00,FB,3000000,,3000000,,2
627,2022-01-31 15:08:13,robertperez@example.org,Deanna Kramer,(390)391-7965x615,3,022021,3000000,Fully-paid,1593,FB,2022-01-31 00:00:00,FB,3000000,,3000000,,2
629,2022-01-31 15:53:38,april34@example.com,Steven Lyons,6907292150,,999999,3000000,Fully-paid,919,FB,2022-01-31 00:00:00,FB,3000000,,3000000,,2
630,2022-01-31 22:04:39,zoe09@example.org,Jessica Shepard,(351)418-8545x81494,,999999,7500000,Deposit,1488,FB,2022-01-29 00:00:00,FB,7500000,,7500000,,2
631,2022-01-31 23:30:58,hansonmaria@example.com,Samuel Baldwin,+1-634-867-7651,3,022021,3000000,Fully-paid,1593,WOM,2022-01-31 00:00:00,FB,3000000,,3000000,,2
632,2022-01-31 23:32:10,tony62@example.net,Michael Weaver,+1-733-410-1717x413,,022021,3000000,Fully-paid,1593,WOM,2022-01-31 00:00:00,FB,3000000,,3000000,,2
633,2022-01-31 23:32:59,florespamela@example.org,Jonathon Owens,988-525-6230,,022021,3000000,Fully-paid,1593,WOM,2022-01-31 00:00:00,FB,3000000,,3000000,,1
634,2022-02-04 11:03:18,obarnes@example.com,Cory Ray,223.210.4497x77617,,022021,2000000,Fully-paid,919,FB,2022-02-04 00:00:00,FB,2000000,,2000000,,1
635,2022-02-05 17:42:43,laurenfisher@example.org,Jesse Davis,997.975.4905x967,3,022021,3000000,Fully-paid,1593,WOM,2022-02-04 00:00:00,FB,3000000,,3000000,,2
636,2022-02-06 14:56:13,gutierreznicole@example.net,Mr. Ryan Wood,472.496.7303x80438,3,022021,4400000,Fully-paid,981,UP,2022-01-31 00:00:00,FB,4400000,,4400000,,2
637,2022-02-06 14:59:42,erin15@example.org,Cole Guzman,890.342.3411,2,022021,1500000,Fully-paid,981,FB,2022-01-31 00:00:00,FB,3000000,,1500000,,5
638,2022-02-06 14:59:43,tracygonzales@example.org,Maria Garcia,+1-927-705-2192x3142,2,022021,1500000,Fully-paid,55,FB,2022-01-31 00:00:00,FB,3000000,,1500000,,5
639,2022-02-06 18:18:02,erica90@example.net,Caitlin Crawford,3746013384,,022021,8000000,Fully-paid,919,FB,2022-02-06 00:00:00,FB,8000000,,8000000,,1
640,2022-02-07 09:41:27,ogregory@example.com,Andrew Jones,390.589.5915,3,022021,1000000,Deposit,55,FB,2022-02-07 00:00:00,FB,3000000,,1000000,,2
641,2022-02-07 13:46:52,frank68@example.com,Jennifer Stone,650-982-9757x84272,3,052021,7500000,Fully-paid,981,FB,2022-02-07 00:00:00,FB,7500000,,7500000,,2
642,2022-02-07 15:29:05,jbarron@example.net,Alexander Church,741.442.8650x10032,,022021,8000000,Fully-paid,919,FB,2022-02-07 00:00:00,FB,8000000,,8000000,,1
644,2022-02-07 20:51:35,cassandrajones@example.net,Mr. Jose Anderson,212-254-9827x3261,2,022021,7250000,Fully-paid,919,FB,2022-02-07 00:00:00,FB,7250000,,7250000,,5
645,2022-02-08 08:56:33,catherinejones@example.org,Hunter Le,001-616-895-1935x47987,3,032021,3500000,Fully-paid,1593,FB,2022-02-07 00:00:00,FB,3500000,,3500000,,1
646,2022-02-08 10:12:43,andrealopez@example.org,John Long,+1-784-211-7181x14620,2,032021,3000000,Fully-paid,1593,FB,2022-02-08 00:00:00,TL,3000000,,3000000,,5
647,2022-02-08 14:41:39,rogerthomas@example.net,Dana Keith,309-238-5533x8200,3,022021,3000000,Fully-paid,919,FB,2022-02-08 00:00:00,FB,3000000,,3000000,,2
648,2022-02-08 14:45:10,tsalinas@example.org,Elizabeth Davis,936.400.0790,2,022021,6500000,Fully-paid,919,FB,2022-02-08 00:00:00,FB,6500000,,6500000,,5
649,2022-02-08 20:32:16,rebekah10@example.com,Alyssa Gray,882.407.3207x061,3,022021,3500000,Fully-paid,919,FB,2022-02-08 00:00:00,FB,3500000,,3500000,,2
650,2022-02-08 20:41:41,ycrawford@example.net,Travis Hall,+1-325-307-2971x023,2,022021,8500000,Fully-paid,919,FB,2022-02-08 00:00:00,FB,8500000,,8500000,,5
651,2022-02-08 20:49:29,rosegregory@example.org,Mrs. Kelly Santana,4336781537,,022021,3500000,Fully-paid,919,FB,2022-02-08 00:00:00,GG,3500000,,3500000,,1
